time_delay_ps,power_initial_w,power_1z0_w,power_3z0_w
4.53125,0.0046362362356882495,0.004635336858039541,0.004638239478939378
4.5703125,0.0042878922877841626,0.004286820660414697,0.004289677242103173
4.609374999999999,0.003965715995804229,0.003964379971512745,0.003967365587792912
4.6484375,0.0036677423920329,0.003666074530976979,0.0036692214671733034
4.6875,0.003392153952431301,0.0033902829792753202,0.0033933980565612966
4.7265625,0.003137269548744167,0.0031352196912761447,0.003138424397447693
4.765625,0.0029015342261457296,0.002899302509130583,0.0029026646025625182
4.8046875,0.002683509745066807,0.002681228072985628,0.002684561863336255
4.843749999999999,0.0024818658303580343,0.0024796176326305165,0.0024827772774074297
4.8828125,0.0022953720751316916,0.002293260818112276,0.002296089323565809
4.921875,0.0021228904505097954,0.002120945504458585,0.0021234228278875916
4.9609375,0.001963368376109404,0.001961556745302468,0.0019638139380062213
5.0,0.0018158323094380666,0.0018141465919648079,0.00181624416393579
