wavelength_shift_nm,spec_input_norm,spec_kerr_norm,spec_raman_norm
208.36081206552566,1.693496118428899e-13,1.0170150940748423e-11,6.101846740123116e-12
211.5663630203799,1.0543448842725945e-13,6.755490844037243e-12,4.103721658611807e-12
214.77191397523416,6.56616112026362e-14,4.406435410908815e-12,2.695672523464169e-12
217.9774649300884,4.087706952470252e-14,2.825073374999184e-12,1.7318936386085112e-12
221.18301588494268,2.5459272211063214e-14,1.7848488158203671e-12,1.0883398387588163e-12
224.38856683979688,1.5847764106972497e-14,1.1374293645605311e-12,6.847059907589539e-13
227.59411779465114,9.871686267823521e-15,7.406471991074743e-13,4.397875274963331e-13
230.79966874950537,6.143880008672794e-15,4.820348032905878e-13,2.833920719687208e-13
234.0052197043596,3.827837085252691e-15,3.062330848223776e-13,1.789964824948871e-13
237.21077065921386,2.38175285003327e-15,1.9022346041885503e-13,1.1137600021294422e-13
240.4163216140681,1.4843669179863963e-15,1.1725569175560523e-13,6.942616151107944e-14
243.6218725689223,9.232487795009465e-16,7.308603546074167e-14,4.398318870927937e-14
246.82742352377656,5.756634360313931e-16,4.676286812081397e-14,2.863073685314888e-14
250.0329744786308,3.5784227708987826e-16,3.046421844193918e-14,1.896621133099692e-14
253.2385254334851,2.2328365605674395e-16,1.9775166093731104e-14,1.2448790359738325e-14
256.4440763883393,1.3867200610749322e-16,1.2790348363039948e-14,8.015497379062481e-15
259.6496273431936,8.66241730870551e-17,8.363938842997185e-15,5.113555543174919e-15
262.8551782980478,5.372408373645394e-17,5.4922384889589566e-15,3.236649401234338e-15
266.060729252902,3.361755099969425e-17,3.5376167488709612e-15,2.016358927837127e-15
269.26628020775627,2.0805037682112863e-17,2.1906889744659777e-15,1.2227136651385625e-15
272.4718311626105,1.3053187133221325e-17,1.272462190612196e-15,7.068419948396024e-16
275.67738211746473,8.051712777034482e-18,6.756700383678934e-16,3.7718136872010064e-16
278.882933072319,5.072385596607126e-18,3.4492941317511502e-16,1.9138317417154635e-16
282.08848402717325,3.1129654900500895e-18,1.9745381857188757e-16,1.0382862839263393e-16
285.2940349820274,1.9735181148336858e-18,1.436611286238199e-16,6.878661572809821e-17
288.4995859368817,1.2016738776650803e-18,1.24607561047653e-16,5.487580673768843e-17
291.70513689173595,7.692955595299161e-19,1.1429687842235937e-16,4.8489844632141825e-17
294.9106878465902,4.627532316892277e-19,9.885857422834537e-17,4.15879286715041e-17
298.11623880144447,3.007564226491647e-19,7.725491807020999e-17,3.2429379086623266e-17
301.32178975629864,1.7753029485964615e-19,5.334377215792686e-17,2.1909187232443375e-17
304.5273407111529,1.1811109716220207e-19,3.396622206239559e-17,1.334153594752526e-17
307.73289166600716,6.770487937157264e-20,2.0932934448155386e-17,7.596281984068211e-18
310.9384426208614,4.670486242426923e-20,1.3566527317834476e-17,4.5167430001895445e-18
314.1439935757156,2.557964872833723e-20,9.06010732740479e-18,2.825598351943345e-18
317.3495445305699,1.8663658106138078e-20,6.061526407568719e-18,1.8579848044391753e-18
320.5550954854241,9.520466190302946e-21,3.812491759377965e-18,1.178033278688578e-18
323.7606464402784,7.57727422750812e-21,2.317023815269173e-18,7.325105453906605e-19
326.9661973951326,3.458113679877822e-21,1.3441007202260863e-18,4.314043258391062e-19
330.17174834998684,3.1495266580303844e-21,7.989976866006129e-19,2.504308419972886e-19
333.37729930484113,1.2060093207436358e-21,4.973099815162697e-19,1.471361844156038e-19
336.58285025969536,1.3545430492996005e-21,3.2641344127190326e-19,8.621732242084503e-20
339.78840121454954,3.9174925117031295e-22,2.4566375583527037e-19,6.228362844631329e-20
342.9939521694038,6.110915530715109e-22,1.915963397745416e-19,4.553390348964636e-20
346.19950312425806,1.1125325950642895e-22,1.6689646451311671e-19,4.2404256593300006e-20
349.4050540791123,2.938803836171671e-22,1.3507758398463757e-19,3.303854062530282e-20
352.6106050339666,2.3452175451126593e-23,1.2227475300929622e-19,3.178341685529344e-20
355.81615598882075,1.531279443496358e-22,9.665227115059001e-20,2.3984476595580188e-20
359.02170694367493,1.794040533258463e-24,7.987711687601931e-20,2.095361802439661e-20
362.2272578985293,8.75659459873869e-23,5.44916299116433e-20,1.3388750897026153e-20
365.4328088533835,6.328655939101709e-25,3.877123159247023e-20,9.925987858456375e-21
368.6383598082377,5.526388953525272e-23,2.168015400242428e-20,4.8754576403686306e-21
371.843910763092,4.330051656220577e-24,1.3922920953881952e-20,3.216641872718703e-21
375.0494617179462,3.8355930861799956e-23,7.039574971203085e-21,1.3862764764600834e-21
378.2550126728005,8.061990689433503e-24,5.0243669611629686e-21,1.0917335509769436e-21
381.4605636276547,2.894280676551163e-23,2.7283577864959635e-21,6.1688821605211115e-22
384.66611458250895,1.0705046750046508e-23,2.2163971390376127e-21,5.217895307776145e-22
387.87166553736324,2.337321589126821e-23,1.3314698569605624e-21,3.7365521189460934e-22
391.0772164922175,1.2273301174027992e-23,9.888889981111018e-22,2.4154568454426263e-22
394.28276744707165,1.987534722596583e-23,5.679848355573401e-22,1.8959293983470697e-22
397.4883184019259,1.3042443198740765e-23,3.134679926428295e-22,7.223994171384076e-23
400.69386935678017,1.754474007546717e-23,2.0173326899313689e-22,8.668239914139636e-23
403.8994203116344,1.328303169368647e-23,4.750206721952833e-23,7.619338509928058e-24
407.10497126648863,1.5899367777137892e-23,7.016661612701764e-23,3.846521558061725e-23
410.31052222134286,1.3194605976474913e-23,1.3596957293680662e-25,4.4697205580803926e-24
413.51607317619704,1.4669805250949725e-23,3.476863468541291e-23,1.9282658623592625e-23
416.7216241310513,1.291578844780186e-23,1.2632532671627725e-23,1.3779700940412664e-23
419.9271750859056,1.370358935931129e-23,1.9919710888505704e-23,1.182758138322879e-23
423.1327260407598,1.2531598526792325e-23,1.9229855869911852e-23,1.752646769694265e-23
426.3382769956141,1.2909215272984215e-23,1.1623069983886267e-23,8.76378777360419e-24
429.5438279504683,1.2097692418114725e-23,2.315127582373111e-23,1.967061466755485e-23
432.7493789053226,1.2232188020115631e-23,8.431568978600516e-24,7.358346941066352e-24
435.9549298601768,1.1645717673664251e-23,2.1880275517058094e-23,1.8779987992029034e-23
439.16048081503106,1.1638410938251269e-23,8.141281313172803e-24,7.392197606044281e-24
442.36603176988535,1.119524998843702e-23,1.6358458727376108e-23,1.52769262125951e-23
445.5715827247395,1.1107349957117242e-23,8.195631799892493e-24,7.378441014499675e-24
448.77713367959376,1.0756311894271677e-23,1.4391130354479493e-23,1.339734178438168e-23
451.982684634448,1.0624738094578992e-23,6.482492716172651e-24,6.90312089994314e-24
455.1882355893023,1.0335080745275453e-23,1.4227126766975038e-23,1.2420664632285918e-23
458.3937865441565,1.0182001278872489e-23,5.7257149687261655e-24,7.295302621241129e-24
461.59933749901074,9.934077347406172e-24,1.3900657480088448e-23,1.1989271395405036e-23
464.804888453865,9.77218459609949e-24,7.570510950921284e-24,9.246845381080219e-24
468.0104394087192,9.554506362763058e-24,1.3829780665169455e-23,1.2328264885545658e-23
471.21599036357344,9.39144484107294e-24,1.0022424521474218e-23,1.120625348875713e-23
474.4215413184277,9.196103848509031e-24,1.3188973084228852e-23,1.2233176591469128e-23
477.62709227328185,9.03613350918411e-24,1.1019395561133147e-23,1.1719695348117875e-23
480.8326432281362,8.85823244966994e-24,1.2279855466047887e-23,1.1707497282635241e-23
484.0381941829905,8.703582797875952e-24,1.1156877114539943e-23,1.1493971579893912e-23
487.2437451378446,8.53984942676719e-24,1.1382663153433364e-23,1.1042239207995284e-23
490.44929609269894,8.392047912759255e-24,1.0716112444677459e-23,1.0772792245460347e-23
493.6548470475531,8.240043676122522e-24,9.845208958486857e-24,9.694783446319011e-24
496.86039800240746,8.099494086499813e-24,8.964202219239268e-24,8.888363626186006e-24
500.0659489572616,7.95770231028733e-24,7.669703994113308e-24,7.605966666629812e-24
503.27149991211587,7.824392085405964e-24,7.227549658147873e-24,7.035850789375988e-24
506.4770508669702,7.691922156513908e-24,6.4694930103317484e-24,6.38317877308682e-24
509.68260182182433,7.565406026111543e-24,6.3720357906362944e-24,6.208830946033504e-24
512.8881527766786,7.441269094051364e-24,5.865344029030586e-24,5.8569877905734694e-24
516.0937037315329,7.321956850627365e-24,5.6998064140525336e-24,5.677191661326035e-24
519.2992546863871,7.204905582525874e-24,5.3122161014600375e-24,5.4014975182306264e-24
522.5048056412413,7.092240241724444e-24,5.205625293572808e-24,5.291933266046583e-24
525.7103565960956,6.98195650586041e-24,5.2390811359056986e-24,5.3541068867782765e-24
528.9159075509498,6.875545075931719e-24,5.5669681056579764e-24,5.652881708637264e-24
532.121458505804,6.771734888662278e-24,6.110779441491656e-24,6.157733998602994e-24
535.3270094606582,6.671128373981954e-24,6.698182160141475e-24,6.700410701056888e-24
538.5325604155125,6.57337372416716e-24,7.270973059848077e-24,7.202088104354278e-24
541.7381113703667,6.477961896983404e-24,7.618081206751738e-24,7.494711795309167e-24
544.943662325221,6.385798690392139e-24,7.812503540789331e-24,7.615195870088613e-24
548.1492132800753,6.2956815728798725e-24,7.718303008897322e-24,7.501507259525279e-24
551.3547642349295,6.208608968696711e-24,7.407304654173733e-24,7.193002693275561e-24
554.5603151897838,6.1233725301089095e-24,6.790551030441833e-24,6.650260376270437e-24
557.765866144638,6.040825230379728e-24,6.047874210326981e-24,5.989645731130895e-24
560.9714170994922,5.9605779706091866e-24,5.332182458931816e-24,5.3563266404337965e-24
564.1769680543465,5.882582862229504e-24,4.8630203337564744e-24,4.914048477760183e-24
567.3825190092007,5.806562603920621e-24,4.6686275467213766e-24,4.700590305995908e-24
570.5880699640549,5.7327672807859594e-24,4.710994594395375e-24,4.6746994603890926e-24
573.7936209189091,5.660784126651571e-24,4.8782719562320156e-24,4.7611375845572e-24
576.9991718737634,5.591052946424277e-24,5.050486677119521e-24,4.876779662355916e-24
580.2047228286176,5.5229598664263455e-24,5.1586681980581894e-24,4.960740886339464e-24
583.4102737834719,5.45669295786336e-24,5.186532573283077e-24,5.002011904647692e-24
586.6158247383262,5.3923849220355e-24,5.187712918296235e-24,5.035714300804352e-24
589.8213756931804,5.3298951177705645e-24,5.216128312387966e-24,5.096640732810998e-24
593.0269266480346,5.2690920621048225e-24,5.288106485861838e-24,5.1894058377406716e-24
596.2324776028889,5.209723943718529e-24,5.3401075310399006e-24,5.246497211493152e-24
599.4380285577431,5.152064179334997e-24,5.27289609667927e-24,5.175691189677478e-24
602.6435795125973,5.0959562416742024e-24,5.108651611600405e-24,4.989842921147798e-24
605.8491304674516,5.0415877814059696e-24,4.9457111901507595e-24,4.802668846963408e-24
609.0546814223057,4.98817730890528e-24,4.8424170992078534e-24,4.667194251059432e-24
612.26023237716,4.936582835439996e-24,4.7570093520370576e-24,4.5625494395798495e-24
615.4657833320143,4.886323592118564e-24,4.636051476581731e-24,4.4394935458562144e-24
618.6713342868685,4.837531951093886e-24,4.449791982316197e-24,4.2705738044543376e-24
621.8768852417228,4.789880646522506e-24,4.208299012604901e-24,4.077292231122306e-24
625.0824361965771,4.743528334640687e-24,3.976278926910948e-24,3.9014066415853696e-24
628.2879871514313,4.6985042728256956e-24,3.853430551481477e-24,3.8185979503205854e-24
631.4935381062855,4.6547963904339234e-24,3.905614941260244e-24,3.879897595345403e-24
634.6990890611398,4.6120814896478885e-24,4.130411357070561e-24,4.0870366816188235e-24
637.904640015994,4.570746072634639e-24,4.446052326145873e-24,4.3677763663468415e-24
641.1101909708482,4.5304358779738665e-24,4.724133216846791e-24,4.617879099701179e-24
644.3157419257025,4.491342012389121e-24,4.8671459127114175e-24,4.744441073774845e-24
647.5212928805568,4.453146516985935e-24,4.851224770315183e-24,4.728178578976825e-24
650.7268438354109,4.416266708299648e-24,4.723819501563591e-24,4.611271134094724e-24
653.9323947902652,4.380283424796176e-24,4.5489003469791414e-24,4.4503074444542344e-24
657.1379457451195,4.345413413124386e-24,4.346273605993651e-24,4.2645365210640655e-24
660.3434966999737,4.311254085355619e-24,4.1227142166339106e-24,4.058917908078271e-24
663.549047654828,4.278359564336237e-24,3.900803736689489e-24,3.857687008103943e-24
666.7545986096823,4.2464059259287835e-24,3.742433934102216e-24,3.708946808518435e-24
669.9601495645364,4.215291870673928e-24,3.719515390259714e-24,3.680554905039183e-24
673.1657005193907,4.1850503285558564e-24,3.867506616835157e-24,3.801444013929855e-24
676.3712514742449,4.155799552799424e-24,4.151717940287297e-24,4.040728356078559e-24
679.5768024290991,4.127450144067463e-24,4.4837918358775566e-24,4.326045311867673e-24
682.7823533839534,4.0998578655848896e-24,4.7816308792173915e-24,4.5852915709577465e-24
685.9879043388077,4.073066496993382e-24,4.995242883708062e-24,4.770123073414926e-24
689.1934552936618,4.0472426422326314e-24,5.102305382796468e-24,4.8684452026166735e-24
692.3990062485161,4.022123977215738e-24,5.163738275344354e-24,4.917288612155055e-24
695.6045572033704,3.9978781385618495e-24,5.2481952775037095e-24,4.9781793677101545e-24
698.8101081582246,3.9743950635963515e-24,5.377122651104204e-24,5.070618120431249e-24
702.0156591130789,3.951553438761044e-24,5.5031876119657266e-24,5.1605340195770106e-24
705.2212100679332,3.9296519439310444e-24,5.58731103196292e-24,5.2184751547673036e-24
708.4267610227873,3.908297898515126e-24,5.665724343682833e-24,5.268991383247966e-24
711.6323119776415,3.887770392625138e-24,5.7627787195620384e-24,5.339618480063028e-24
714.8378629324958,3.8680913317575305e-24,5.858032532205886e-24,5.4264485984098116e-24
718.0434138873499,3.848910226974413e-24,5.867255892583178e-24,5.453902284508333e-24
721.2489648422043,3.8304328160202234e-24,5.7556999043132684e-24,5.3912732538126655e-24
724.4545157970585,3.812697364984713e-24,5.456238622406409e-24,5.171746313178488e-24
727.6600667519126,3.795723129551143e-24,4.897126146264705e-24,4.7299139092858836e-24
730.865617706767,3.779266186406912e-24,4.125779340922431e-24,4.087726819654599e-24
734.0711686616213,3.7636128402321204e-24,3.315106296823955e-24,3.388549634431953e-24
737.2767196164754,3.748513644868769e-24,2.6679699241708396e-24,2.8208921322272546e-24
740.4822705713298,3.733985333835763e-24,2.2734948945175126e-24,2.451579170472813e-24
743.687821526184,3.720238094967021e-24,2.1151502180781076e-24,2.276904419115111e-24
746.893372481038,3.706878974110792e-24,2.084547385309785e-24,2.2274684346262323e-24
750.0989234358924,3.694416484120984e-24,2.083457516422056e-24,2.205316080033635e-24
753.3044743907467,3.682387136268265e-24,2.2136749571754068e-24,2.2982536372314873e-24
756.510025345601,3.671023014180671e-24,2.3337444279601286e-24,2.3792968480598544e-24
759.7155763004552,3.660232538555342e-24,2.5790553137971676e-24,2.5654216441746728e-24
762.9211272553094,3.65002799519462e-24,2.891863172235179e-24,2.8032791121347108e-24
766.1266782101637,3.6403235607766456e-24,3.1346340797611965e-24,2.965326023508255e-24
769.3322291650179,3.631328068559974e-24,3.395660054228531e-24,3.1772751901450017e-24
772.5377801198722,3.622774542969385e-24,3.68388845672254e-24,3.402855200741456e-24
775.7433310747265,3.614925553519706e-24,3.7793157249406564e-24,3.48380127802412e-24
778.9488820295807,3.6076127212180286e-24,4.074644940193746e-24,3.745656262851125e-24
782.154432984435,3.6007172948057164e-24,3.979737399927245e-24,3.694006349666016e-24
785.3599839392892,3.594667261361047e-24,3.5876210180139714e-24,3.448764896355149e-24
788.5655348941433,3.588739264855866e-24,3.8377980643825785e-24,3.733748390143033e-24
791.7710858489976,3.583751062460404e-24,3.2850168593093783e-24,3.3081208387578704e-24
794.9766368038518,3.579389231183903e-24,3.261938621382295e-24,3.2839339768924817e-24
798.182187758706,3.575107875136875e-24,2.7789960906645383e-24,2.8475393647898525e-24
801.3877387135603,3.571684634657476e-24,3.2486303019145485e-24,3.2612587080199468e-24
804.5932896684145,3.568418527958408e-24,2.5874527658742133e-24,2.7038798276274532e-24
807.7988406232688,3.566397397591381e-24,2.4729311614753858e-24,2.5411242377955377e-24
811.0043915781231,3.564376842127271e-24,4.260716931831114e-24,4.110622580225761e-24
814.2099425329773,3.563755249654786e-24,4.032758990738464e-24,3.9905394443438056e-24
817.4154934878316,3.562201500258521e-24,3.006421506275686e-24,3.115409467125017e-24
